Author;Author-short;Title;Text;Words;Label;Gender;;;
Jan Kochanowksi;J. Kochanowki;Pieśń XIX;"Jest kto, co by wzgardziwszy te doczesne rzeczy Chciał ze mną dobrą tylko sławę mieć na pieczy, A starać sie, ponieważ musi zniszczeć ciało, Aby imię przynamniej po nas tu zostało? I szkoda zwać człowiekiem, kto bydlęceżyje, Tkając, lejąc w się wszytko, póki zstawa szyje; Nie chciał nas Bóg położyć równo z bestyjami: Dał nam rozum, dał mowę, a nikomu z nami. Przeto chciejmy wziąć przed się myśli godne siebie, Myśli ważne na ziemi, myśli ważne w niebie; Służmy poczciwej sławie, a jako kto może, Niech ku pożytku dobra spólnego pomoże. Komu dowcipu równo z wymowądostaje, Niech szczepi miedzy ludźmi dobre obyczaje; Niechaj czyni porządek, rozterkom zabiega, Praw ojczystych i pięknej swobody przestrzega. A ty, coć Bóg dał siłę i serce po temu, Uderz sie z poganinem, jako słuszecnemu; Prostak to, który wojsko z wielkości szacuje: Zwycięstwo liczby nie chce, męstwa potrzebuje. Śmiałemu wszędy równo, a o wolność miłą Godzi sie oprzeć by więc i ostatnią siłą; Nie przegra, kto frymarczy na sławę żywotem, Azaby go lepiej dał w cieniu darmo potem?";163;0;0;;;
Jan Kochanowksi;J. Kochanowki;Pieśń XVIII;"Ucieszna lutni, w której słodkie strony  Bijąc, Amfijon kamień rozproszony Zwabił na kupę, a z chętnej opoki Wstał mur szeroki. Niemowna przed tym ani ulubiona, Dziś na wszytek świat wielce zalecona, Zaśpiewaj, co by trudnej Bogumiły Uszy lubiły. Która jakoby źrzóbek niełapany Ani pasterzką ręką ugłaskany Ucieka w pole, a pędęm człowieka Mija z daleka. Ty umiesz tygry, umiesz lasy wodzić I bieg pochopnym strumieniom zagrodzić; Tobie ustąpił stróż nieokrócony  Piekielnej brony, Cerber, chocia mu wściekły łeb nakrywa Sto srogich wężów, a para smrodliwa I sprosna piana ciecze miedzy zęby Z trojakiej gęby. Biedny Iksyjon, Tytyjus zmiękczony, Rozśmiał sie nie chcąc; i dzban osuszony Stał chwilę, za czym cieszył twój rym drogi Dziewki niebogi. Niech Bogumiła srogość jadowitą Złych panien słyszy i wody niesytą Banię bezdenną, i pomstę nieskorą, Którą źli biorą Na drugim świecie. Bo co, prze żywego Boga, już mogły uczynić gorszego? Pomordowały, jędze niecnotliwe, Męże właściwe. Jedna z nich, wierna łożu małżeńskiemu, Przeciwko ojcu krzywoprzysiężnemu Zacnie skłamała: panna czci bez końca Pod kręgiem słońca. Która: «Wstań — rzekła — wstań, mężu, by wieczny Sen na cię nie padł, skądeś ty bezpieczny; Schroń sie przed ojcem i przed bezecnemi Siostrami złemi, Które jak lwice z głodu nieznośnego Wpadwszy na stado, każda morzy swego; Ja, litościwsza, ani cię chcę tykać, Ani zamykać. Mnie niechaj ojciec trzyma w pęcie srogim, Żem lutość miała nad mężem ubogim; Mnie niechaj zaśle w pogańskie narody Przez morskie wody.";224;0;0;;;
Jan Kochanowksi;J. Kochanowki;Pieśń XVII;Niegodzien tego ten świat zawikłany, Aby miał na nim rozumem nadany  Człowiek polegać, a swe szczęśliwości Sadzić na jego płochej odmienności. Co ma ten żywot, na co by bezpiecznie Człowiek mógł kazać? Niedługo kóniecznie  Doniesie czaszę pachołek do gęby, A przed się i w tym straci czasem zęby. Morze nie stoi nigdy, zawżdy płynie: Teraz kędzierze nastrzępi, w godzinie Dnem wzgórę stanie, a ogromne wały  Wysokich będą obłoków sięgały. Cnota mój kompas, który nie w pół nocy, Ale w pół zbytków bije. Niech sie smocy I wszytko bydło Proteowe jeży, Łódź moja przedsię swym pędem pobieży.;93;0;0;;;
Jan Kochanowksi;J. Kochanowki;Pieśń XVI;"Nic po tych zbytnich potrawach, nic po tym Śrebrze na służbie i obiciu złotym; Nam k woli, kędy róża pozno kwitnie Nie szukaj zbytnie. Dobra-ć i miętka, co ją najdzie wszędzie; A kiedy równe towarzystwo siędzie, Prędka dobra myśl, a tym jeszcze chutniej, Gdy nie bez lutniej. Lutnia — wódz tańców i pieśni uczonych, Lutnia — ochłoda myśli utrapionych: Ta serce miękczy swym głosem przyjemnym Bogom podziemnym.";65;0;0;;;
Jan Kochanowksi;J. Kochanowki;Pieśń XV;"Nie zawżdy Apollo strzela, Ale łuk z lutnią podziela; Nie zawżdy Mars hufy wodzi, Czasem też pod sieć ugodzi. Nie zawżdy grad z góry leci Albo burza niebo szpeci; Chmury czarne wiatr wojuje, A pogoda następuje. Takżeć słusze człowiekowi Odejmać sie frasunkowi, A jako niewdzięczne brzemię Uderzyć troski o ziemię. Cokolwiek raz przeminęło, Niewrócony koniec wzięło, A przyszły czas Bóg ma w mocy, Pogrążony w twardej nocy. Dosyć na rozum człowieczy Dzień dzisiejszy mieć na pieczy; Ostatek na Boga wkładaj, A dobrze żyć nie odkładaj. Żyj dobrze, nie odkładając; Bo dalszych czasów czekając, Niepodobnym obyczajem, Nie począwszy żyć, przestajem.";95;0;0;;;
Jan Kochanowksi;J. Kochanowki;Pieśń XIV;"Wy, którzy Pospolitą Rzeczą władacie, A ludzką sprawiedliwość w ręku trzymacie; Wy, mówię, którym ludzi paść poruczono I zwierzchności nad stadem Bożym zwierzono, Miejcie to przed oczyma zawżdy swojemi, Żeście miejsca zasiedli Boże na ziemi, Z którego macie nie tak swe własne rzeczy Jako wszytek ludzki mieć rodzaj na pieczy. A wam więc nad mniejszemi zwierzchność jest dana, Ale i sami macie nad sobą Pana, Któremu kiedyżkolwiek z spraw swych uczynić Poczet macie; trudnoż tam krzywemu wynić. Nie bierze ten Pan darów ani sie pyta, Jesli kto chłop czyli sie grofempoczyta; W siermiędze li go widzi, w złotych li głowach, Jesli namniej przewinił, być mu w okowach. Więc ja podobno z mniejszym niebezpieczeństwem Grzeszę, bo sam sie tracę swym wszeteczeństwem; Przełożonych występki miasta zgubiły I szerokie do gruntu carstwa zniszczyły.";127;0;0;;;
Jan Kochanowksi;J. Kochanowki;Pieśń XIII;"Panu dzięki oddawajmy, Jego łaskę wspominajmy, Który hardym miesza rzeczy, A skromne ma na swej pieczy. On hardy, nieunoszony, On tyran północnej strony, Któremu, jako sam mniema, Świat tak wielki równia nie ma, Car moskiewski plac mężnemu Puścił królowi polskiemu; Nie oparł sie aż o lody Niepławnej północnej wody. Granic i zamków budownych  Odbieżał, i miast warownych; Płatna to, kiedy o duszę, I sam go obmówić muszę. Obróć swój koń prędkonogi, Nieścigniony care drogi. Chcesz być groźnym, a uciekasz; Jesliś płochy, hardzie nie każ. Teraz był czas porokować, Komu szłyk naprzód zdejmować; Teraz sie było dowiadać, Kto ma naprzód z konia spadać. Bóg pomóż, królu jedyny Szerokiej polskiej krainy; Umiesz ty hardym dogodzić Ani sie im dasz rozwodzić. Zdjąłeś maszkarę butnemu Tyranowi moskiewskiemu; Okazałeś, że nie kąsa, Chocia to porożem wstrząsa. W zamcech nadzieję pokładał, Ale i tych prędko stradał. Nie przyszło mu do odsieczy; Głowy ostrzec barziej k rzeczy. Znowu tedy, skąd był wyszedł, W ręce polskie Połock przyszedł, Za powodem szczęśliwego Stefana, króla polskiego. Nie pomogły kule częste, Zręby mocne, baszty gęste: Puściły żelazne brony. A ty, królu niezmożony, Nie tylko zamki budowne I twierdze bierzesz warowne, Ale co chwalniejsza w tobie, Jesteś silen i sam sobie.";189;0;0;;;
Jan Kochanowksi;J. Kochanowki;Pieśń XII;"Nie masz, i po drugi raz nie masz wątpliwości, Żeby cnota miała być kiedy bez zazdrości: Jako cień nieodstępny ciała naszladuje, Tak za cnotą w też tropy zazdrość postępuje. Nie może jej blasku znieść ani pojźrzeć w oczy, Boleje, że kto przed nią kiedy wysszej skoczy; A iż baczy po sobie, że sie wspinać prózno, Tego ludziom uwłóczy, w czym jest od nich rózno. Ale człowiek, który swe Pospolitej Rzeczy Służby oddał, tej krzywdy nie ma mieć na pieczy; Dosyć na tym, kiedy praw, ani niesie wady; Niechaj drugi boleje, niech sie spuka jady. Cnota (tak jest bogata) nie może wziąć szkody  Ani sie też ogląda na ludzkie nagrody; Sama ona nagrodą i płacą jest sobie I krom nabytych przypraw świetna w swej ozdobie. A jesli komu droga otwarta do nieba, Tym, co służą ojczyźnie. Wątpić nie potrzeba, Że co im zazdrość ujmie, Bóg nagradzać będzie, A cnota kiedykolwiek miejsce swe osiędzie.";151;0;0;;;
Jan Kochanowksi;J. Kochanowki;Pieśń XI;"Stateczny umysł pamiętaj zachować, Jesli cię pocznie nieszczęście frasować; Także i góry nie radzęć wylatać, Kiedy sie Szczęście z tobą imie bratać. Śmierci podległy człowiecze cnotliwy, Choć wszytek twój wiek będzie frasowliwy, Chocia też czasem, siedząc z przyjacioły, Przy dobrym trunku strawisz dzień wesoły; Tu przy ciekącym, przezornym strumieniu. Każ stół gotować w jaworowym cieniu; Każ wino nosić, póki beczka leje, Póki wiek służy, a śmierć nie przyspieje. Postąpisz z włości drogo zapłaconych, Postąpisz z dworu i gmachów złoconych; A co zebrania twego kolwiek będzie, To wszytko przyszły namiastek osiędzie. Bądź sie kto zacnym rodził i bogatym, Bądź niewolnikiem, u śmierci nic na tym; Czyjkolwiek naprzód los wynidzie, wsiadaj, Wieczny wygnańcze, ani więc odkładaj.";109;0;0;;;
Jan Kochanowksi;J. Kochanowki;Pieśń X;"Może kto ręką sławy dostać w boju, Może wymową i rządem w pokoju; Lecz jesli żona męża nie ozdobi, Mąż prózno robi. Kto z gospodarstwa, a kto zaś z wysługi Zbierze pieniądze i z kupiectwa drugi, Jesli sie żona nie przyłoży k temu, Zginąć wszytkiemu. Żona uczciwa ozdoba mężowi I napewniejsza podpora domowi: Na niej rząd wszystek; swego męża ona Głowy korona. Ona mężowym kłopotom zabiega  I jego wczasu na wszystkim przestrzega; Ona wywabić troskę umie z głowy Słodkiemi słowy. Ona dziateczki ojcowi podobne Rodzi, skąd rostą pociechy osobne; Ani już spadków upatrują krewni, Dziedzica pewni. Trzykroć szczęśliwy, któremu Ty zdarzysz Ten związek, Panie; ale zły towarzysz  Odejmie wszytko, że troski w pół wieka Zgryzą człowieka.";114;0;0;;;
Jan Kochanowksi;J. Kochanowki;Pieśń III;"Dzbanie mój pisany, Dzbanie polewany, Bądź płacz, bądź żarty, bądź gorące wojny, Bądź miłość niesiesz albo sen spokojny, Jakokolwiek zwano Wino, co w cię lano, Przymkni sie do nas a daj sie nachylić, Chciałbym twym darem gości swych posilić. I ten cię nie minie, Choć kto mądrym słynie; Pijali przedtym i filozofowie, A przed się mieli spełna rozum w głowie. Ty zmiękczysz każdego, Nastateczniejszego; Ty mądrych sprawy i tajemną radę  Na świat wydawasz przez twą cichą zdradę. Ty cieszysz nadzieją Serca, które mdleją; Ty ubogiemu przyprawujesz rogi, Że mu ani król, ani hetman srogi. Trzymaj sie na mocy, Bo cię całej nocy Z rąk nie wypuścim, aż dzień, jako trzeba, Gwiazdy rozpędzi co do jednej z nieba.";112;0;0;;;
Jan Kochanowksi;J. Kochanowki;Pieśń I;"Byś wszystko złoto posiadł, które — powiadają — Gdzieś daleko gryfowie i mrówki kopają; Byś pałace rozwodził nie tylko na ziemi, Lecz i morza kamieńmi zabudował swemi; Jesli dyjamentowe goździe Mus ma w ręku, Któremi natwardszego umie pożyć sęku, Ani ty wyswobodzisz serca z ciężkiej trwogi, Ani z okrutnej śmierci sideł wyrwiesz nogi. Lepiej polnych Tatarów dawny zwyczaj niesie, U których każdy swój dom wozi na kolesie; Lepszego rządu Gete grubi używają, Gdzie niwy nie mierzone wolne zboża dają. Tam niewinna macocha dziatek pierwszej żony, Sirót nędznych, przestrzega wczasu z każdej strony; Ani z wielkim posagiem męża rządzi, ani Nadzieje kładzie w gładkim miłosniku pani. Wielki posag rodziców postępki uczciwe, A k temu obyczaje skromne i wstydliwe; Występnych tam nie cierpią, lecz kto będzie krzywy, Niech sie wierci, jako chce, nie zostanie żywy. O, ktokolwiek będzie chciał mordy niecnotliwe I domowe okrócić najazdy krwie chciwe, Jesli pragnie ojczyzny ojcem być nazwany I tymże na wysokich kolumnach pisany, Niech objeździć swą wolą śmie nieokróconą, A jego sprawy przyszłe wieki więc wspomioną; Ponieważ cnocie żywej my źli, nie życzemy, Aż gdy nam z oczu zniknie, toż jej żałujemy. Co po tych skargach próznych, jesli na występy Przez spary — jako mówią — patrza urząd tępy? Po co statut i prawa chwalebne stawiamy, Jesli sie obyczajów dobrych nie trzymamy? Nie odstraszą zbytecznym ogniem zarażone Kupca kraje chciwego ani przesadzone  Mrozem gwałtownym pola; żeglarze bywali  Wszystek świat, jako wielki, kołem objechali. Ubóstwo, hańba wielka, każe człowiekowi Czynić i cierpieć wszystko; już on i wstydowi Mir dawno wypowiedział, i cnocie, niedbały, Poświęconej nie myśli dostępować skały. Albo my do spólnego skarbu, gdzie życzliwa Ludzka pochwała";250;0;0;;;
Jan Kochanowksi;J. Kochanowki;Pieśń II;"Serce roście patrząc na te czasy! Mało przed tym gołe były lasy, Śnieg na ziemi wysszej łokcia leżał, A po rzekach wóz nacięższy zbieżał. Teraz drzewa liście na sie wzięły, Polne łąki pięknie zakwitnęły; Lody zeszły, a po czystej wodzie Idą statki i ciosane łodzie. Teraz prawie świat sie wszystek śmieje, Zboża wstały, wiatr zachodny wieje; Ptacy sobie gniazda omyślają, A przede dniem śpiewać poczynają. Ale to grunt wesela prawego, Kiedy człowiek sumnienia całego  Ani czuje w sercu żadnej wady, Przecz by sie miał wstydać swojej rady. Temu wina nie trzeba przylewać Ani grać na lutni, ani śpiewać; Będzie wesół, byś chciał, i o wodzie, Bo sie czuje prawie na swobodzie. Ale kogo gryzie mól zakryty, Nie idzie mu w smak obiad obfity; Żadna go pieśń, żadny głos nie ruszy, Wszystko idzie na wiatr mimo uszy. Dobra myśli, której nie przywabi, Choć kto ściany drogo ujedwabi, Nie gardź moim chłodnikiem chróścianym, A bądź ze mną, z trzeźwym i z pijanym!";155;0;0;;;
Jan Kochanowksi;J. Kochanowki;Tren I. (Wszytki płacze, wszytki łzy Heraklitowe…);"Wszytki płacze, wszytki łzy Heraklitowe I lamenty, i skargi Symonidowe, Wszytki troski na świecie, wszytki wzdychania I żale, i frasunki, i rąk łamania, Wszytki a wszytki zaraz w dom sie mój noście, A mnie płakać mej wdzięcznej dziewki pomoście, Z którą mię niepobożna śmierć rozdzieliła I wszytkich moich pociech nagle zbawiła.Tak więc smok, upatrzywszy gniazdo kryjome, Słowiczki liche zbiera, a swe łakome Gardło pasie; tym czasem matka szczebiece Uboga, a na zbójcę co raz sie miece. Uboga, a na zbójcę co raz sie miece. Prózno, bo i na samę okrutnik zmierza, A ta nieboga ledwe umyka pierza. «Prózno płakać» — podobno drudzy rzeczecie. Cóż, prze Bóg żywy, nie jest prózno na świecie? Wszystko prózno; macamy, gdzie miękcej w rzeczy, A ono wszędy ciśnie: błąd wiek człowieczy. Nie wiem, co lżej: czy w smutku jawnie żałować, Czyli sie z przyrodzeniem gwałtem mocować.";127;0;0;;;
Jan Kochanowksi;J. Kochanowki;Pieśń I;"Przeciwne chmury słońce nam zakryły I niepogodne deszcze pobudziły, Wody z gór szumią, a pienista Wilna  Już brzegom silna. Strach patrzać na to częste połyskanie; A prze to srogie obłoków trzaskanie, Kładą sie lasy, a piorun, gdzie zmierzy, Źle nie uderzy. Zakładaj korab’, cieśla nauczony, A kto wie, jesli nie wrócą sie ony Nieszczęsne czasy, kiedy powódź była Świat zatopiła. Sześć niedziel w ten czas lał deszcz nie przestając, A ziemia, nowe źrzódła pobudzając, Rzek przymnażała, tak iż morskie wały  Wylać musiały. Z ludźmi pospołu i miasta, i grody Nieuśmierzone zatopiły wody; Nie wysiedział sie pasterz z bydłem w cale  Na żadnej skale. Ryby po górach wysokich pływały, Gdzie ledwe przedtym pióra donaszały Mężnej orlice, gdy do miłych dzieci Z obłowem leci. Ale na ten czas i matkę, i syny Pożarła woda, i wszystek źwierz iny; Sam Noe został, przy nim żona tylko A dziatek kilko. Nieżyzne w cnotę to tam były lata, Gdzie ledwe jeden ze wszytkiego świata Nalezion, co go Bóg w cale zachował, Gdy nierząd psował. Ten, będąc z łaski Pańskiej ostrzeżony, Zbudował sobie korab’ niezmierzony, Na którym pływał czasu złej przygody Po wierzchu wody. A wszyscy inszy nagle zagarnieni I w głębokościach morskich zatopieni; Niebo a morze, te dwie rzeczy były Świat zastąpiły. A kiedy sie już prawie dosyć zstało Pańskiemu gniewu, po trosze spadało Wielkiego morza, aż za czasem skały Z wody wyźrzały. Potym i zbytnie zawarły sie zdroje, A bystre rzeki wpadły w brzegi swoje; Ziemia ku słońcu pełne ciężkiej rosy Rozwiła włosy. A trupy wkoło straszliwe leżały,";250;0;0;;;
